layer  river river river bars bars bars achimovka achimovka achimovka
quantity  top bot por top bot por top bot por
X Y         
1 1 -2748.9957908333336 -2776.9957908333336 0.022541 -2786.9957908333336 -2819.516176574074 0.085075 -2829.516176574074 -2889.8134855925928 0.084511
1 2 -2748.966313203704 -2776.966313203704 0.022283 -2786.966313203704 -2819.45995188889 0.086525 -2829.45995188889 -2889.7420472962963 0.08402000000000001
1 3 -2748.909862333333 -2776.909862333333 0.02231 -2786.909862333333 -2819.3849057777784 0.088575 -2829.3849057777784 -2889.6660653888894 0.082633
1 4 -2748.8405582222217 -2776.8405582222217 0.023191 -2786.8405582222217 -2819.308896648148 0.089847 -2829.308896648148 -2889.5887044629617 0.080831
1 5 -2748.770286296296 -2776.770286296296 0.024278 -2786.770286296296 -2819.2342710000003 0.09045800000000001 -2829.2342710000003 -2889.511411314815 0.07943
1 6 -2748.7025282222226 -2776.7025282222226 0.025722000000000002 -2786.7025282222226 -2819.161268425925 0.090744 -2829.161268425925 -2889.4350405370374 0.078625
1 7 -2748.6373472037035 -2776.6373472037035 0.027312 -2786.6373472037035 -2819.0900787592595 0.090726 -2829.0900787592595 -2889.360238518519 0.078721
1 8 -2748.5752450740742 -2776.5752450740742 0.029039 -2786.5752450740742 -2819.0213532777775 0.091519 -2829.0213532777775 -2889.2876699814806 0.07839700000000001
1 9 -2748.516497574074 -2776.516497574074 0.029651999999999998 -2786.516497574074 -2818.9555754629628 0.09217 -2828.9555754629628 -2889.217619740741 0.07786699999999999
1 10 -2748.460901351852 -2776.460901351852 0.029633 -2786.460901351852 -2818.8928764814823 0.091779 -2828.8928764814823 -2889.1505579444442 0.077197
1 11 -2748.408704981481 -2776.408704981481 0.029951 -2786.408704981481 -2818.833401166667 0.091159 -2828.833401166667 -2889.0867512592586 0.076667
1 12 -2748.360170759259 -2776.360170759259 0.030826999999999997 -2786.360170759259 -2818.777357296296 0.091172 -2828.777357296296 -2889.0263220185184 0.076597
1 13 -2748.3151720185188 -2776.3151720185188 0.031443 -2786.3151720185188 -2818.7248669814817 0.092458 -2828.7248669814817 -2888.969514092593 0.076614
1 14 -2748.273546018518 -2776.273546018518 0.031872000000000004 -2786.273546018518 -2818.6759982777767 0.092691 -2828.6759982777767 -2888.916291314815 0.07673200000000001
1 15 -2748.235550462962 -2776.235550462962 0.032287 -2786.235550462962 -2818.631108018518 0.094072 -2828.631108018518 -2888.8670654629636 0.076538
1 16 -2748.20125775926 -2776.20125775926 0.032413 -2786.20125775926 -2818.5903365740733 0.096326 -2828.5903365740733 -2888.8223380000004 0.076369
1 17 -2748.170704018519 -2776.170704018519 0.032493 -2786.170704018519 -2818.5537968333338 0.09846 -2828.5537968333338 -2888.7823124629626 0.076413
1 18 -2748.1438847407408 -2776.1438847407408 0.031859 -2786.1438847407408 -2818.5219817222214 0.0991 -2828.5219817222214 -2888.747373203703 0.076662
1 19 -2748.120392981482 -2776.120392981482 0.03193 -2786.120392981482 -2818.494466092592 0.098457 -2828.494466092592 -2888.7173574814815 0.076973
1 20 -2748.100188037037 -2776.100188037037 0.032406 -2786.100188037037 -2818.4709743703697 0.098634 -2828.4709743703697 -2888.692016592592 0.077029
1 21 -2748.083193222222 -2776.083193222222 0.033498 -2786.083193222222 -2818.4514294814817 0.098923 -2828.4514294814817 -2888.670988888889 0.077341
1 22 -2748.0689968333336 -2776.0689968333336 0.034437999999999996 -2786.0689968333336 -2818.4352982592595 0.10004 -2828.4352982592595 -2888.653926148148 0.077686
1 23 -2748.0574544629635 -2776.0574544629635 0.035236 -2786.0574544629635 -2818.4225893703706 0.102948 -2828.4225893703706 -2888.6404984444443 0.07774199999999999
1 24 -2748.0483850555556 -2776.0483850555556 0.036005 -2786.0483850555556 -2818.4131944444443 0.106129 -2828.4131944444443 -2888.6306739814813 0.077713
1 25 -2748.0419063333334 -2776.0419063333334 0.036755 -2786.0419063333334 -2818.4067292407412 0.108899 -2828.4067292407412 -2888.624195222222 0.07729
1 26 -2748.038370703704 -2776.038370703704 0.036741 -2786.038370703704 -2818.4032434444443 0.108144 -2828.4032434444443 -2888.6210078703702 0.077289
1 27 -2748.038357166666 -2776.038357166666 0.035676 -2786.038357166666 -2818.4035418148146 0.10626600000000001 -2828.4035418148146 -2888.62153687037 0.077028
1 28 -2748.0422544629632 -2776.0422544629632 0.033892 -2786.0422544629632 -2818.407972537037 0.103323 -2828.407972537037 -2888.626265925926 0.076878
1 29 -2748.050541611112 -2776.050541611112 0.031152999999999997 -2786.050541611112 -2818.4172182592592 0.100685 -2828.4172182592592 -2888.6358642592595 0.077086
1 30 -2748.0642044444444 -2776.0642044444444 0.029879000000000003 -2786.0642044444444 -2818.431794407408 0.09808099999999999 -2828.431794407408 -2888.650991981482 0.077752
1 31 -2748.083726666667 -2776.083726666667 0.02914 -2786.083726666667 -2818.452049 0.09568099999999999 -2828.452049 -2888.6719563703705 0.078961
1 32 -2748.1092031666662 -2776.1092031666662 0.029475 -2786.1092031666662 -2818.478398074074 0.094248 -2828.478398074074 -2888.6987937222216 0.079813
1 33 -2748.140869166667 -2776.140869166667 0.027937 -2786.140869166667 -2818.5107105370366 0.094277 -2828.5107105370366 -2888.731427425926 0.080792
1 34 -2748.1784893888894 -2776.1784893888894 0.026537 -2786.1784893888894 -2818.5486156851857 0.09616799999999999 -2828.5486156851857 -2888.769517740741 0.081495
1 35 -2748.221616407408 -2776.221616407408 0.025181 -2786.221616407408 -2818.5915527222223 0.09849 -2828.5915527222223 -2888.8124502592586 0.081993
1 36 -2748.269675944445 -2776.269675944445 0.026128 -2786.269675944445 -2818.6389567222222 0.100814 -2828.6389567222222 -2888.859433722222 0.081985
